"location","datetime","temp","tempmax","tempmin"
"Tokyo,Japan","2019-07-29",28.9,32.8,25.4
"Tokyo,Japan","2019-07-30",29.5,33,26.1
"Tokyo,Japan","2019-07-31",30,33.8,26.7
"Tokyo,Japan","2019-08-01",30.4,34.6,26.6
"Tokyo,Japan","2019-08-02",30.2,34.8,27.1
"Tokyo,Japan","2019-08-03",29.4,33.1,25.9
"Tokyo,Japan","2019-08-04",29.4,33.6,25.4
"Tokyo,Japan","2019-08-05",29.7,34,25.2
"Tokyo,Japan","2019-08-06",30.3,33.8,27.6
"Tokyo,Japan","2019-08-07",30.3,34.6,26.8
"Tokyo,Japan","2019-08-08",29.8,35.2,26.4
"Tokyo,Japan","2019-08-09",30,34.3,26.4
"Tokyo,Japan","2019-08-10",29.6,33.3,25.9
"Tokyo,Japan","2019-08-11",29.4,34.5,25.4
"Tokyo,Japan","2019-08-12",28.7,32.2,25.8
"Tokyo,Japan","2019-08-13",29.3,34.2,27.1
"Tokyo,Japan","2019-08-14",29.1,31.6,27.7
"Tokyo,Japan","2019-08-15",28.6,32,26.5
"Tokyo,Japan","2019-08-16",28.9,31,27.3
"Tokyo,Japan","2019-08-17",30.4,34.5,27.6
"Tokyo,Japan","2019-08-18",29.5,34.6,26.4
"Tokyo,Japan","2019-08-19",28,31.1,25.5
"Tokyo,Japan","2019-08-20",26.6,30.4,24.6
"Tokyo,Japan","2019-08-21",26.9,30.6,23.9
"Tokyo,Japan","2019-08-22",26,29,23.3
"Tokyo,Japan","2019-08-23",26.4,27.9,24.7
"Tokyo,Japan","2019-08-24",27.2,31,24.2
"Tokyo,Japan","2019-08-25",25.7,30.1,20.9
"Tokyo,Japan","2019-08-26",25.2,27.7,22.4
"Tokyo,Japan","2019-08-27",25.2,28.4,22.1
"Tokyo,Japan","2019-08-28",25.2,27.8,22.2
"Tokyo,Japan","2019-08-29",28.9,34,24.9
"Tokyo,Japan","2019-08-30",26,27.6,24.3
"Tokyo,Japan","2019-08-31",27.4,31.1,24.4
"Tokyo,Japan","2019-09-01",27.7,31.5,25.4
"Tokyo,Japan","2019-09-02",27.3,31.4,22.2
"Tokyo,Japan","2019-09-03",25.8,27.8,22.9
"Tokyo,Japan","2019-09-04",23.6,25.6,22.2
"Tokyo,Japan","2019-09-05",25.7,28.7,23.3
"Tokyo,Japan","2019-09-06",27.8,32.6,23.4
"Tokyo,Japan","2019-09-07",28.3,33,25.2
"Tokyo,Japan","2019-09-08",29.1,32.6,25.6
"Tokyo,Japan","2019-09-09",29,35,24.9
"Tokyo,Japan","2019-09-10",29.8,34.5,25.2
"Tokyo,Japan","2019-09-11",27.4,31.8,24.4
"Tokyo,Japan","2019-09-12",25.1,27.5,22.7
"Tokyo,Japan","2019-09-13",22.4,23.3,21.1
"Tokyo,Japan","2019-09-14",21.9,24.8,17.9
"Tokyo,Japan","2019-09-15",25.2,30.1,20.9
"Tokyo,Japan","2019-09-16",23,25.1,21.6
"Tokyo,Japan","2019-09-17",25.8,30.6,22.4
"Tokyo,Japan","2019-09-18",21.4,24.3,18.7
"Tokyo,Japan","2019-09-19",21.9,26.6,17.4
"Tokyo,Japan","2019-09-20",22.7,26.5,20
"Tokyo,Japan","2019-09-21",22,24.2,20.4
"Tokyo,Japan","2019-09-22",22.5,27.3,18.9
"Tokyo,Japan","2019-09-23",25.7,30.5,20.4
"Tokyo,Japan","2019-09-24",25.6,29.8,22.9
"Tokyo,Japan","2019-09-25",24.4,28.8,21.2
"Tokyo,Japan","2019-09-26",22.8,26.8,20.3
"Tokyo,Japan","2019-09-27",23,27.4,18.4
"Tokyo,Japan","2019-09-28",24.2,29.5,20.5
"Tokyo,Japan","2019-09-29",24.7,27.5,22.6
"Tokyo,Japan","2019-09-30",25.3,29.1,22.4
"Tokyo,Japan","2019-10-01",24.6,29.5,21.1
"Tokyo,Japan","2019-10-02",23.8,29.5,20.6
"Tokyo,Japan","2019-10-03",24.2,27.8,19.4
"Tokyo,Japan","2019-10-04",24.8,28.6,22.1
"Tokyo,Japan","2019-10-05",26.1,29.9,21.9
"Tokyo,Japan","2019-10-06",20.7,23.3,19.2
"Tokyo,Japan","2019-10-07",20.1,23.6,17.9
"Tokyo,Japan","2019-10-08",21.6,26.1,18.3
"Tokyo,Japan","2019-10-09",21,24.6,17.6
"Tokyo,Japan","2019-10-10",19.4,23.8,15.4
"Tokyo,Japan","2019-10-11",19.5,21.5,16.4
"Tokyo,Japan","2019-10-12",23.2,25,21.2
"Tokyo,Japan","2019-10-13",24.7,28.3,20.1
"Tokyo,Japan","2019-10-14",17.2,20,15.7
"Tokyo,Japan","2019-10-15",18.3,21.8,16.2
"Tokyo,Japan","2019-10-16",16.2,17.8,14.8
"Tokyo,Japan","2019-10-17",16.1,18.1,14.4
"Tokyo,Japan","2019-10-18",16.6,18.5,15.2
"Tokyo,Japan","2019-10-19",17.4,20.3,14.9
"Tokyo,Japan","2019-10-20",20.1,22.9,18.1
"Tokyo,Japan","2019-10-21",18.4,20.6,15.4
"Tokyo,Japan","2019-10-22",15.4,16.6,14.4
"Tokyo,Japan","2019-10-23",18.4,24.1,12.7
"Tokyo,Japan","2019-10-24",18.3,20.6,14.9
"Tokyo,Japan","2019-10-25",15.1,15.8,14.6
"Tokyo,Japan","2019-10-26",18.1,23.8,13.4
"Tokyo,Japan","2019-10-27",18.3,21.6,16.3
"Tokyo,Japan","2019-10-28",17.4,20.8,13.5
"Tokyo,Japan","2019-10-29",14.7,16,12.9
"Tokyo,Japan","2019-10-30",16.4,22.1,12.4
"Tokyo,Japan","2019-10-31",16.8,20.6,14.2
"Tokyo,Japan","2019-11-01",17.4,22.8,12.2
"Tokyo,Japan","2019-11-02",15.7,19.3,11.2
"Tokyo,Japan","2019-11-03",15.8,18.5,12.9
"Tokyo,Japan","2019-11-04",14.7,19.3,11.2
"Tokyo,Japan","2019-11-05",13.7,18.8,10
"Tokyo,Japan","2019-11-06",14.4,21.1,9.4
"Tokyo,Japan","2019-11-07",15.9,21.8,10.1
"Tokyo,Japan","2019-11-08",15.4,18.1,12.2
"Tokyo,Japan","2019-11-09",13.3,17.1,11.3
"Tokyo,Japan","2019-11-10",13.8,18,10.2
"Tokyo,Japan","2019-11-11",13.1,17,11.1
"Tokyo,Japan","2019-11-12",15,21.6,9.2
"Tokyo,Japan","2019-11-13",13.2,15.7,8.9
"Tokyo,Japan","2019-11-14",17,22,12.5
"Tokyo,Japan","2019-11-15",12.7,16.6,9.9
"Tokyo,Japan","2019-11-16",12.8,18.5,7.9
"Tokyo,Japan","2019-11-17",13.5,18.9,8.7
"Tokyo,Japan","2019-11-18",15.7,21.3,10.4
"Tokyo,Japan","2019-11-19",16.2,20.3,12.8
"Tokyo,Japan","2019-11-20",12,15.5,9.6
"Tokyo,Japan","2019-11-21",11.3,15.3,9.1
"Tokyo,Japan","2019-11-22",8.2,10.8,6.7
"Tokyo,Japan","2019-11-23",11.3,12.9,9.4
"Tokyo,Japan","2019-11-24",15.9,18.7,13.1
"Tokyo,Japan","2019-11-25",16.8,21.6,12.4
"Tokyo,Japan","2019-11-26",8.9,12.2,7.4
"Tokyo,Japan","2019-11-27",9.2,10.6,8.1
"Tokyo,Japan","2019-11-28",8.8,11.3,5.5
"Tokyo,Japan","2019-11-29",5.3,9.5,2.2
"Tokyo,Japan","2019-11-30",7.2,11.6,3.4
"Tokyo,Japan","2019-12-01",7.3,10.7,3.4
"Tokyo,Japan","2019-12-02",9.3,15.7,6.7
"Tokyo,Japan","2019-12-03",12.3,16.1,10.1
"Tokyo,Japan","2019-12-04",10.3,15,6.2
"Tokyo,Japan","2019-12-05",9.6,13.8,6.1
"Tokyo,Japan","2019-12-06",8,10.1,6.4
"Tokyo,Japan","2019-12-07",5.5,7,4.7
"Tokyo,Japan","2019-12-08",7.3,12.6,2.7
"Tokyo,Japan","2019-12-09",6.2,7.9,1.8
"Tokyo,Japan","2019-12-10",10,12.9,6.7
"Tokyo,Japan","2019-12-11",11.7,15.2,8.4
"Tokyo,Japan","2019-12-12",11.8,18.8,7.9
"Tokyo,Japan","2019-12-13",7.6,9,6.6
"Tokyo,Japan","2019-12-14",9.4,15.8,3.4
"Tokyo,Japan","2019-12-15",8.8,12.1,6.3
"Tokyo,Japan","2019-12-16",7.7,12.1,3.3
"Tokyo,Japan","2019-12-17",8.2,9.4,6.6
"Tokyo,Japan","2019-12-18",11.1,15.2,6.7
"Tokyo,Japan","2019-12-19",9.1,10.6,8.1
"Tokyo,Japan","2019-12-20",10.5,15.6,6.4
"Tokyo,Japan","2019-12-21",8.1,9.3,6.6
"Tokyo,Japan","2019-12-22",6.8,8.7,5.5
"Tokyo,Japan","2019-12-23",6.7,11.6,3.7
"Tokyo,Japan","2019-12-24",8.2,12.1,5.7
"Tokyo,Japan","2019-12-25",5.9,8.4,4.6
"Tokyo,Japan","2019-12-26",7.6,10.8,4.1
"Tokyo,Japan","2019-12-27",8.9,13.6,5
"Tokyo,Japan","2019-12-28",6.7,10.4,3.8
"Tokyo,Japan","2019-12-29",6.9,10.4,2.9
"Tokyo,Japan","2019-12-30",6.8,8.3,5.9
"Tokyo,Japan","2019-12-31",8.4,16.4,4.3
"Tokyo,Japan","2020-01-01",5.7,9.6,3.6
"Tokyo,Japan","2020-01-02",6.1,10.2,2.1
"Tokyo,Japan","2020-01-03",6.1,11.6,1.9
"Tokyo,Japan","2020-01-04",7.4,11.5,4.4
"Tokyo,Japan","2020-01-05",5.3,9.7,1.2
"Tokyo,Japan","2020-01-06",7.4,11.8,4
"Tokyo,Japan","2020-01-07",5.8,7.9,4.2
"Tokyo,Japan","2020-01-08",5.2,7.4,3.9
"Tokyo,Japan","2020-01-09",10.6,14.7,4.7
"Tokyo,Japan","2020-01-10",8.4,12.3,5.5
"Tokyo,Japan","2020-01-11",7.3,10.1,5.6
"Tokyo,Japan","2020-01-12",6.8,9.4,2.7
"Tokyo,Japan","2020-01-13",8.5,12.8,5.5
"Tokyo,Japan","2020-01-14",8.5,12.8,5.1
"Tokyo,Japan","2020-01-15",6.9,9,6
"Tokyo,Japan","2020-01-16",6.7,9.8,4.3
"Tokyo,Japan","2020-01-17",7.2,10.3,4.1
"Tokyo,Japan","2020-01-18",4,7.1,1.8
"Tokyo,Japan","2020-01-19",6.5,10,2.3
"Tokyo,Japan","2020-01-20",7.6,13.5,2.6
"Tokyo,Japan","2020-01-21",7.5,11.2,4.3
"Tokyo,Japan","2020-01-22",4.9,6.9,3.1
"Tokyo,Japan","2020-01-23",6,8.3,4.2
"Tokyo,Japan","2020-01-24",10,13.1,7.7
"Tokyo,Japan","2020-01-25",7.8,9.6,5.8
"Tokyo,Japan","2020-01-26",5.1,7.3,3
"Tokyo,Japan","2020-01-27",5.1,6.4,3.1
"Tokyo,Japan","2020-01-28",4.3,7.2,0.7
"Tokyo,Japan","2020-01-29",11.7,17.3,7.2
"Tokyo,Japan","2020-01-30",11.9,16.8,7.2
"Tokyo,Japan","2020-01-31",8.4,11.6,4.7
"Tokyo,Japan","2020-02-01",7.8,12.6,3.4
"Tokyo,Japan","2020-02-02",8.7,12.8,5.3
"Tokyo,Japan","2020-02-03",9.3,14.6,5.3
"Tokyo,Japan","2020-02-04",8,10.4,4.9
"Tokyo,Japan","2020-02-05",7.8,14.1,2.8
"Tokyo,Japan","2020-02-06",3.1,6.1,-0.2
"Tokyo,Japan","2020-02-07",2.3,6.1,-1.9
"Tokyo,Japan","2020-02-08",6.2,11.8,1.2
"Tokyo,Japan","2020-02-09",4,7.5,1.3
"Tokyo,Japan","2020-02-10",4.5,8.8,0.1
"Tokyo,Japan","2020-02-11",6.3,11.1,1.4
"Tokyo,Japan","2020-02-12",8.5,15.6,2.1
"Tokyo,Japan","2020-02-13",11.8,17,8.8
"Tokyo,Japan","2020-02-14",12,15.8,8.7
"Tokyo,Japan","2020-02-15",12.4,15.8,8.2
"Tokyo,Japan","2020-02-16",9.4,11.3,8.1
"Tokyo,Japan","2020-02-17",10.5,14.8,6.7
"Tokyo,Japan","2020-02-18",7.7,11.8,3.7
"Tokyo,Japan","2020-02-19",8,12.8,3.9
"Tokyo,Japan","2020-02-20",9,12.3,5
"Tokyo,Japan","2020-02-21",10,13.2,5.7
"Tokyo,Japan","2020-02-22",12.4,17.3,6.6
"Tokyo,Japan","2020-02-23",10.6,15.1,5.9
"Tokyo,Japan","2020-02-24",9.7,14.5,4.9
"Tokyo,Japan","2020-02-25",10.5,13.3,6.7
"Tokyo,Japan","2020-02-26",8.2,9,7.4
"Tokyo,Japan","2020-02-27",7.1,11.1,4.3
"Tokyo,Japan","2020-02-28",6.8,11.5,2.6
"Tokyo,Japan","2020-02-29",9.4,13.8,5.4
"Tokyo,Japan","2020-03-01",11.9,17,7.2
"Tokyo,Japan","2020-03-02",7.6,11.1,6.2
"Tokyo,Japan","2020-03-03",11.2,16.8,5.7
"Tokyo,Japan","2020-03-04",9.1,10.9,8.2
"Tokyo,Japan","2020-03-05",9.2,13.3,6.2
"Tokyo,Japan","2020-03-06",9.4,15.1,5.8
"Tokyo,Japan","2020-03-07",7.4,10.3,5.6
"Tokyo,Japan","2020-03-08",7.1,8.7,5.7
"Tokyo,Japan","2020-03-09",12.9,19.1,8.1
"Tokyo,Japan","2020-03-10",14.6,17.7,12.7
"Tokyo,Japan","2020-03-11",16,20.3,11
"Tokyo,Japan","2020-03-12",11.4,15.6,7.5
"Tokyo,Japan","2020-03-13",12.5,18.5,7.1
"Tokyo,Japan","2020-03-14",6.3,12,2.7
"Tokyo,Japan","2020-03-15",6.9,11.8,2.1
"Tokyo,Japan","2020-03-16",7.3,12.1,4.1
"Tokyo,Japan","2020-03-17",7.5,11.8,3.1
"Tokyo,Japan","2020-03-18",11.7,17.8,5.2
"Tokyo,Japan","2020-03-19",14.4,21.5,7.4
"Tokyo,Japan","2020-03-20",14.8,18.6,10.6
"Tokyo,Japan","2020-03-21",13.8,20.4,8.1
"Tokyo,Japan","2020-03-22",16.8,22.2,10.9
"Tokyo,Japan","2020-03-23",10.6,14,8.1
"Tokyo,Japan","2020-03-24",8.4,11.7,5.5
"Tokyo,Japan","2020-03-25",9.7,15,3.6
"Tokyo,Japan","2020-03-26",12.9,19.1,7.9
"Tokyo,Japan","2020-03-27",15.8,20.5,9.2
"Tokyo,Japan","2020-03-28",16,23.3,7.9
"Tokyo,Japan","2020-03-29",3.8,7.7,0.9
"Tokyo,Japan","2020-03-30",7.4,10,3.8
"Tokyo,Japan","2020-03-31",9.8,11.8,8.4
"Tokyo,Japan","2020-04-01",11.3,12.8,9.4
"Tokyo,Japan","2020-04-02",14,19,9.2
"Tokyo,Japan","2020-04-03",12.7,17.3,7.5
"Tokyo,Japan","2020-04-04",15.5,21.6,8.9
"Tokyo,Japan","2020-04-05",10.6,15.5,5.9
"Tokyo,Japan","2020-04-06",12,17,7.3
"Tokyo,Japan","2020-04-07",12.4,16.8,8.5
"Tokyo,Japan","2020-04-08",14.2,19,8.4
"Tokyo,Japan","2020-04-09",13.5,18.6,8.2
"Tokyo,Japan","2020-04-10",11.2,16.5,7.4
"Tokyo,Japan","2020-04-11",11.4,16.1,6.9
"Tokyo,Japan","2020-04-12",10.3,13.4,7.7
"Tokyo,Japan","2020-04-13",8.3,10.6,5.7
"Tokyo,Japan","2020-04-14",10.8,17,6.1
"Tokyo,Japan","2020-04-15",13.7,20,6.6
"Tokyo,Japan","2020-04-16",11.9,15.2,8.7
"Tokyo,Japan","2020-04-17",12.3,16.3,8.6
"Tokyo,Japan","2020-04-18",13.1,16.1,10.5
"Tokyo,Japan","2020-04-19",14.7,21.9,9.3
"Tokyo,Japan","2020-04-20",9.8,10.6,8.7
"Tokyo,Japan","2020-04-21",14.1,17.9,9.2
"Tokyo,Japan","2020-04-22",13.8,18.3,10.8
"Tokyo,Japan","2020-04-23",11.9,15.8,6.7
"Tokyo,Japan","2020-04-24",12.4,17,7.7
"Tokyo,Japan","2020-04-25",12.4,17.8,5.6
"Tokyo,Japan","2020-04-26",18.2,23.3,12.1
"Tokyo,Japan","2020-04-27",13.1,16.6,9.6
"Tokyo,Japan","2020-04-28",12.2,18.9,8.4
"Tokyo,Japan","2020-04-29",15,20.5,9.2
"Tokyo,Japan","2020-04-30",17.8,23.1,12.1
"Tokyo,Japan","2020-05-01",19.9,24.8,16.5
"Tokyo,Japan","2020-05-02",20.6,25.5,15.4
"Tokyo,Japan","2020-05-03",20.6,24.8,16.7
"Tokyo,Japan","2020-05-04",19.3,21.1,17.6
"Tokyo,Japan","2020-05-05",21.3,27.8,16.7
"Tokyo,Japan","2020-05-06",15.9,17,14.9
"Tokyo,Japan","2020-05-07",16.6,21.3,11.5
"Tokyo,Japan","2020-05-08",16.6,21.4,11.8
"Tokyo,Japan","2020-05-09",18.1,21.3,14.3
"Tokyo,Japan","2020-05-10",21.3,24.8,17.9
"Tokyo,Japan","2020-05-11",23,28,20.2
"Tokyo,Japan","2020-05-12",21.7,25.5,19.1
"Tokyo,Japan","2020-05-13",22.4,28.2,16.9
"Tokyo,Japan","2020-05-14",20.8,26.1,13.9
"Tokyo,Japan","2020-05-15",21.4,25.8,15.6
"Tokyo,Japan","2020-05-16",18.6,21.1,16.6
"Tokyo,Japan","2020-05-17",21.5,27.3,15.9
"Tokyo,Japan","2020-05-18",19.3,19.9,18.8
"Tokyo,Japan","2020-05-19",18,19,14.4
"Tokyo,Japan","2020-05-20",12.9,14.7,11.2
"Tokyo,Japan","2020-05-21",12.7,14.7,10.7
"Tokyo,Japan","2020-05-22",15.2,17.2,13
"Tokyo,Japan","2020-05-23",18.3,22.9,15.3
"Tokyo,Japan","2020-05-24",20.6,25.5,16.2
"Tokyo,Japan","2020-05-25",21.5,25.1,18.4
"Tokyo,Japan","2020-05-26",20.8,23.8,18.8
"Tokyo,Japan","2020-05-27",21.4,25.6,18.8
"Tokyo,Japan","2020-05-28",19.5,24.3,13.6
"Tokyo,Japan","2020-05-29",20.8,26.6,14.4
"Tokyo,Japan","2020-05-30",21.9,27.1,17.4
"Tokyo,Japan","2020-05-31",21.3,23.7,18.8
"Tokyo,Japan","2020-06-01",19.6,21.1,18.5
"Tokyo,Japan","2020-06-02",22.3,26.3,19.2
"Tokyo,Japan","2020-06-03",23.9,28.5,21.2
"Tokyo,Japan","2020-06-04",23.6,27.1,20.6
"Tokyo,Japan","2020-06-05",24.8,29.1,20.4
"Tokyo,Japan","2020-06-06",24.4,27.8,19.2
"Tokyo,Japan","2020-06-07",22,26.6,17.7
"Tokyo,Japan","2020-06-08",23.1,27.5,19.7
"Tokyo,Japan","2020-06-09",25.5,30.3,20.7
"Tokyo,Japan","2020-06-10",26.1,31,21.9
"Tokyo,Japan","2020-06-11",25.1,29.6,23.1
"Tokyo,Japan","2020-06-12",26.1,30.5,22.8
"Tokyo,Japan","2020-06-13",21.6,23.9,19.4
"Tokyo,Japan","2020-06-14",21.6,23.7,20.1
"Tokyo,Japan","2020-06-15",25.8,31.8,21.1
"Tokyo,Japan","2020-06-16",25.6,30.2,22.2
"Tokyo,Japan","2020-06-17",23.6,27.7,20.1
"Tokyo,Japan","2020-06-18",22.2,24.8,19.9
"Tokyo,Japan","2020-06-19",18.9,19.7,18
"Tokyo,Japan","2020-06-20",22.8,27.3,17.3
"Tokyo,Japan","2020-06-21",22,24.8,18.3
"Tokyo,Japan","2020-06-22",19.4,21,17.8
"Tokyo,Japan","2020-06-23",22.2,26.1,18.2
"Tokyo,Japan","2020-06-24",22.6,26.4,19.9
"Tokyo,Japan","2020-06-25",20.2,22.7,18.2
"Tokyo,Japan","2020-06-26",24.5,30.1,19.7
"Tokyo,Japan","2020-06-27",25.4,29,21.8
"Tokyo,Japan","2020-06-28",22.4,24.4,20.9
"Tokyo,Japan","2020-06-29",24.8,29.1,20.7
"Tokyo,Japan","2020-06-30",24.5,27,22.5
"Tokyo,Japan","2020-07-01",25.2,26.3,23.6
"Tokyo,Japan","2020-07-02",26,30.5,22.1
"Tokyo,Japan","2020-07-03",23.9,27.5,20.4
"Tokyo,Japan","2020-07-04",23.8,27.6,20.1
"Tokyo,Japan","2020-07-05",25,27.6,23.4
"Tokyo,Japan","2020-07-06",24.9,26.5,22.9
"Tokyo,Japan","2020-07-07",27.1,28.6,25.2
"Tokyo,Japan","2020-07-08",26,28.3,24.6
"Tokyo,Japan","2020-07-09",23.8,25.9,22.4
"Tokyo,Japan","2020-07-10",25.2,27.8,22.9
"Tokyo,Japan","2020-07-11",27.4,29.8,25.5
"Tokyo,Japan","2020-07-12",26.2,30.7,20.6
"Tokyo,Japan","2020-07-13",21,23.8,18.9
"Tokyo,Japan","2020-07-14",22.3,23.6,20.7
"Tokyo,Japan","2020-07-15",20.6,21.9,17.9
"Tokyo,Japan","2020-07-16",20.6,24.5,17.4
"Tokyo,Japan","2020-07-17",19.4,20.4,18.4
"Tokyo,Japan","2020-07-18",20.4,21.7,19.3
"Tokyo,Japan","2020-07-19",24.2,28,21.4
"Tokyo,Japan","2020-07-20",26.9,31.1,23.2
"Tokyo,Japan","2020-07-21",25.4,28.6,22.6
"Tokyo,Japan","2020-07-22",26.6,29.3,25
"Tokyo,Japan","2020-07-23",23.4,25.6,22.2
"Tokyo,Japan","2020-07-24",24.4,27,21.7
"Tokyo,Japan","2020-07-25",25.1,26.8,24.1
"Tokyo,Japan","2020-07-26",25.6,30.5,23.6
"Tokyo,Japan","2020-07-27",26.4,29.5,24.1
"Tokyo,Japan","2020-07-28",26.6,30.5,24.1
"Tokyo,Japan","2020-07-29",23.1,25.4,21.7
"Tokyo,Japan","2020-07-30",23,26,20.6
"Tokyo,Japan","2020-07-31",24.7,28.5,22.6
"Tokyo,Japan","2020-08-01",26.1,30.6,22.1
"Tokyo,Japan","2020-08-02",26.3,30.8,22.7
"Tokyo,Japan","2020-08-03",27.1,32.1,22.7
"Tokyo,Japan","2020-08-04",28.2,32.5,24.6
"Tokyo,Japan","2020-08-05",29.1,33.5,25.9
"Tokyo,Japan","2020-08-06",28.4,32.1,25.7
"Tokyo,Japan","2020-08-07",29.5,34.2,26.3
"Tokyo,Japan","2020-08-08",28.2,31.9,25.7
"Tokyo,Japan","2020-08-09",28.7,33.8,23.7
"Tokyo,Japan","2020-08-10",30.4,34,27.4
"Tokyo,Japan","2020-08-11",31.7,36.6,27.2
"Tokyo,Japan","2020-08-12",30.1,34.6,27.6
"Tokyo,Japan","2020-08-13",29.6,35.1,26
"Tokyo,Japan","2020-08-14",29.3,33.8,25.2
"Tokyo,Japan","2020-08-15",30.9,35.3,27.2
"Tokyo,Japan","2020-08-16",31.2,34.3,28.4
"Tokyo,Japan","2020-08-17",30.7,36.4,27.4
"Tokyo,Japan","2020-08-18",30.3,33.8,28.3
"Tokyo,Japan","2020-08-19",29,33.9,25.7
"Tokyo,Japan","2020-08-20",29.7,34.1,26.2
"Tokyo,Japan","2020-08-21",30.1,35.6,26.3
"Tokyo,Japan","2020-08-22",29.5,34.3,25.6
"Tokyo,Japan","2020-08-23",25.7,28.4,23.6
"Tokyo,Japan","2020-08-24",27.2,32,23.4
"Tokyo,Japan","2020-08-25",27.8,31.7,25.1
"Tokyo,Japan","2020-08-26",28.6,33.1,24.3
"Tokyo,Japan","2020-08-27",29.3,32.8,26.8
"Tokyo,Japan","2020-08-28",30.1,33.6,27.3
"Tokyo,Japan","2020-08-29",30.3,34.3,27
"Tokyo,Japan","2020-08-30",30.1,34.3,27
"Tokyo,Japan","2020-08-31",27.6,31.3,23.3
"Tokyo,Japan","2020-09-01",24.8,27,22.1
"Tokyo,Japan","2020-09-02",26.7,30.7,24.2
"Tokyo,Japan","2020-09-03",28.5,31.7,26.6
"Tokyo,Japan","2020-09-04",29.3,35,25.4
"Tokyo,Japan","2020-09-05",28.6,32.8,25.7
"Tokyo,Japan","2020-09-06",25.7,28.6,23.4
"Tokyo,Japan","2020-09-07",26.6,30.5,24.3
"Tokyo,Japan","2020-09-08",29.4,33.3,27.1
"Tokyo,Japan","2020-09-09",29.1,33,25.4
"Tokyo,Japan","2020-09-10",27.6,31.2,25.3
"Tokyo,Japan","2020-09-11",28.3,32.1,25.3
"Tokyo,Japan","2020-09-12",24,27.5,22.4
"Tokyo,Japan","2020-09-13",23.4,26.8,20.2
"Tokyo,Japan","2020-09-14",23.3,26.3,21.2
"Tokyo,Japan","2020-09-15",23.9,27.3,21.2
"Tokyo,Japan","2020-09-16",24,27.1,21.4
"Tokyo,Japan","2020-09-17",24.8,27.7,22.2
"Tokyo,Japan","2020-09-18",29,33.2,26.5
"Tokyo,Japan","2020-09-19",24.9,27.1,22.9
"Tokyo,Japan","2020-09-20",22.3,23.6,21.4
"Tokyo,Japan","2020-09-21",22,25.3,19.9
"Tokyo,Japan","2020-09-22",22.6,27.1,19.7
"Tokyo,Japan","2020-09-23",20.3,22.6,18.8
"Tokyo,Japan","2020-09-24",19,21.6,18.1
"Tokyo,Japan","2020-09-25",19.4,20.4,17.8
"Tokyo,Japan","2020-09-26",18.6,19.9,18.1
"Tokyo,Japan","2020-09-27",19.7,23.3,17.7
"Tokyo,Japan","2020-09-28",21.5,26.5,16.2
"Tokyo,Japan","2020-09-29",19.8,22.8,17.4
"Tokyo,Japan","2020-09-30",19.9,24.6,15.1
"Tokyo,Japan","2020-10-01",19.6,23.5,17.4
"Tokyo,Japan","2020-10-02",20.9,25.6,16.3
"Tokyo,Japan","2020-10-03",21.7,25.1,18.6
"Tokyo,Japan","2020-10-04",21.9,25.8,19.7
"Tokyo,Japan","2020-10-05",21.8,23.7,20.4
"Tokyo,Japan","2020-10-06",21,24.1,19
"Tokyo,Japan","2020-10-07",18.5,22.3,14.9
"Tokyo,Japan","2020-10-08",14.8,15.4,14.1
"Tokyo,Japan","2020-10-09",14.6,15.4,13.9
"Tokyo,Japan","2020-10-10",15.9,17.1,13.9
"Tokyo,Japan","2020-10-11",19.7,23,17.1
"Tokyo,Japan","2020-10-12",21.4,24.6,18.7
"Tokyo,Japan","2020-10-13",22.1,26,19.2
"Tokyo,Japan","2020-10-14",20.3,22.5,18.7
"Tokyo,Japan","2020-10-15",17,19.5,14.9
"Tokyo,Japan","2020-10-16",16.1,18.8,13.9
"Tokyo,Japan","2020-10-17",12.9,15.8,11.6
"Tokyo,Japan","2020-10-18",14.3,18.2,11.4
"Tokyo,Japan","2020-10-19",13.2,16.8,11.6
"Tokyo,Japan","2020-10-20",15.6,20.6,10.9
"Tokyo,Japan","2020-10-21",16.1,20.8,12.2
"Tokyo,Japan","2020-10-22",17.3,21.5,14.3
"Tokyo,Japan","2020-10-23",17,17.7,14.8
"Tokyo,Japan","2020-10-24",17.3,20.5,14.3
"Tokyo,Japan","2020-10-25",15.6,20.4,12.1
"Tokyo,Japan","2020-10-26",16.1,22.3,11.4
"Tokyo,Japan","2020-10-27",16.7,20.3,13.8
"Tokyo,Japan","2020-10-28",16.6,19.4,13.2
"Tokyo,Japan","2020-10-29",17.4,22.5,13.2
"Tokyo,Japan","2020-10-30",15,17.2,11.6
"Tokyo,Japan","2020-10-31",13.8,18.3,9.6
"Tokyo,Japan","2020-11-01",14.3,19.5,9.2
"Tokyo,Japan","2020-11-02",15.6,23.2,11.9
"Tokyo,Japan","2020-11-03",15,16.9,13.7
"Tokyo,Japan","2020-11-04",13.8,17.8,10.6
"Tokyo,Japan","2020-11-05",13.4,19.1,9.5
"Tokyo,Japan","2020-11-06",12.9,15.9,11.1
"Tokyo,Japan","2020-11-07",15.5,19.7,11.7
"Tokyo,Japan","2020-11-08",17.3,21.6,13.9
"Tokyo,Japan","2020-11-09",13.8,16.6,11.1
"Tokyo,Japan","2020-11-10",11.9,16.1,9.1
"Tokyo,Japan","2020-11-11",12,16.3,9
"Tokyo,Japan","2020-11-12",10,12.8,6.6
